"","docname","from","to","pre","keyword","post"
"189","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",32768,32768,". Fourth Point of the Daily routine : "" 4 ) Approval of the supply of exclusive cession to FSLA Holding companies , LLC and","Turner","Broadcasting System Latin América , Inc . , and / or its affiliates : , of the audio-visual rights of the Match of First Division"
"190","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",32983,32983,"29 of March of 2017 to the 15 hours in the estate of Ezeiza , where the content of the supplies realised by Fox and","Turner","was described , step to review the main terms and conditions of the Binding Ofelta : The exclusive cession of the local audio-visual rights by"
"191","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",34796,34796,"for value key by the cession of the audio-visual rights of the ' Tomeo de Pri_meza Division To "" a FSLA Holding companies , and","Turner","Broadcasting System Latin Asnesica , Inc . or its affiliates , by the sums of : ( i ) weights 400 million , the 5"
"192","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",35016,35016,"Day ; "" 8 Desi ación dere resentante otor amient of dere altar the otor amiento of i_nstrucciones of a you to FSLAH Idi LLC","Turner","Br adcas Latin S stem America Inc . or its affiliates in forr : na with • it greases with Association of Fútb I Argentinean"
"193","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",35500,35500,"bordering • n that ( i ) Imagen Satelital S.A . ( "" IMAGE "" ) is to wholly-owned subsidiary within the corporate structure of","Turner","Broadcasting System , Inc . ( "" TBS "" ) and ( II ) - financial IMAGE will have the ability to meet the obligations"
"194","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",35706,35706,"the total financial obligations ) ( the "" Company Obligations "" ) to under the binding to offer submitted to you by the Company and","Turner","Broadcasting System Latin America Inc . , average for the acquisition of the rights to the Argentine first division soccer tournament ( the "" Offer"
"195","Attachment N  - Telev codificada.docx",183,183,""" AFA "" ) and the National State as demanded parts ( the "" Judgment "" ) and in relation to the negotiations maintained between","Turner","Broadcasting System Latin America , lnc . ( "" TURNER "" ) and TSC by virtue of the exigency imposed by the AFA with respect"
"196","Attachment N  - Telev codificada.docx",193,193,"parts ( the "" Judgment "" ) and in relation to the negotiations maintained between Turner Broadcasting System Latin America , lnc . ( ""","TURNER",""" ) and TSC by virtue of the exigency imposed by the AFA with respect to which no subcontracted third party and / or any"
"197","Attachment N  - Telev codificada.docx",331,331,"the instruction that the same is given to AFA once signed the contract of cession of the audio-visual rights between the AFA , Superliga ,","TURNER","and FSLA Holding companies LLC ( "" FOX "" ) by virtue of which first yield , with exclusive character to TURNER and FOX ,"
"198","Attachment N  - Telev codificada.docx",353,353,", Superliga , TURNER and FSLA Holding companies LLC ( "" FOX "" ) by virtue of which first yield , with exclusive character to","TURNER","and FOX , the audio-visual rights of all the soccers match corresponding to the championship of first division organized by the AFA and Superliga for"
"199","Attachment N  - Telev codificada.docx",392,392,"the championship of first division organized by the AFA and Superliga for seasons 2017 / 18 to , deferrable to discretion of 2021 / 22","TURNER","and FOX to seasons 2022 / 23 to 2026 / 27 , for the territory of the Argentine Republic ( the "" Contract with AFA"
"200","Attachment N  - Telev codificada.docx",453,453,"April of 2017 this Contract with AFA indeed has been celebrated in the raised terms precedingly , is that , by means of present ,","TURNER","it is irrevocably commited to pay and / or to reimburse to TSC , each and every one of the sums that TSC was forced"
"201","Attachment N  - Telev codificada.docx",529,529,"of the National State ( "" Costas Jud iciales "" ) , every time these sums are firm and allowed , and as long as","TURNER","has had intervention in , and approved , any decision , presentation or act that can concern the determination and / or an increase of"
"202","Attachment N  - Telev codificada.docx",562,562,", any decision , presentation or act that can concern the determination and / or an increase of Costas Judiciales . Kind to it ,","TURNER","is commited to that , with the limitations specified here , to TSC requirement , will put at the disposal of this one , the"
"203","Attachment N  - Telev codificada.docx",627,627,"twenty-five percent ( 25 % ) of Costas Judiciales within seven ( 7 ) working days later to this requirement , whenever TSC gives to","TURNER",", the totality of the documentation that credits that Costas Judiciales is firm and allowed and the judicial resolution has been dictated that intimates to"
"204","Attachment N  - Telev codificada.docx",663,663,"Judiciales is firm and allowed and the judicial resolution has been dictated that intimates to its payment . Also , TSC will send to corresponding","TURNER","the proofs of payment once realised the deposit at issue . Previous to the victory of corresponding the procedural terms of appeal , and whenever"
"205","Attachment N  - Telev codificada.docx",708,708,"terms of appeal , and whenever the TSC proxies communicate the respective resolution within the 24 hours to be notified of the same to the","TURNER","representatives , by convincing means and of written way , this one it will be able to communicate the designated proxies of TSC , their"
"206","Attachment N  - Telev codificada.docx",753,753,"designated proxies of TSC , their decision to appeal or to allow Costas Judiciales . Supposing that the TSC proxies did not receive instruction of","TURNER","with respect to the decision to appeal or to allow Costas Judiciales with a reasonable advance to the date of victory of the corresponding procedural"
"207","Attachment N  - Telev codificada.docx",807,807,"the TSC proxies received , on the part of the FOX proxies a communication that will be contradictory in relation to the decision communicated by","TURNER","with respect to the appeal or consent from Costas Judiciales and FOX and TURNER will not in this respect obtain an agreement with a reasonable"
"208","Attachment N  - Telev codificada.docx",821,821,"that will be contradictory in relation to the decision communicated by TURNER with respect to the appeal or consent from Costas Judiciales and FOX and","TURNER","will not in this respect obtain an agreement with a reasonable advance to the date of victory of the corresponding procedural term , the decision"
"209","Attachment N  - Telev codificada.docx",873,873,"respect to appealing or allowing Costas Judiciales will be to exclusive criterion of TSC . It is left specifically established that the obligation assumed by","TURNER","is limited the payment of the amount equivalent to the twenty-five percent ( 25 % ) of the total amount of Costas Judiciales Consequently ,"
"210","Attachment N  - Telev codificada.docx",899,899,"is limited the payment of the amount equivalent to the twenty-five percent ( 25 % ) of the total amount of Costas Judiciales Consequently ,","TURNER","is commited , in irrevocable form and indicated proportion a : ( i ) to pay , within the indicated term precedingly the sums regarding"
"211","Attachment N  - Telev codificada.docx",1020,1020,"that is originated in the lack of payment in term to TSC of all amount related to Costas Judiciales according to the commitment assumed by","TURNER",". Finally , it is left established that stops the case that TSC and / or their tie companies , subscribe with FOX or third"
"212","Attachment N  - Telev codificada.docx",1085,1085,"to grant to TSC an indemnity similar to granted here and that he contains more beneficial conditions for FOX or his third tie companies ,","TURNER","will have the right to that these conditions , individually contemplated , replace total partially or the conditions guaranteed here by TURNER . Without another"
"213","Attachment N  - Telev codificada.docx",1107,1107,"tie companies , TURNER will have the right to that these conditions , individually contemplated , replace total partially or the conditions guaranteed here by","TURNER",". Without another individual , we greeted You very kindly . TURNER BROADCASTING LATIN SYSTEM AMERICA INC . Signature Wh ~ ~ JWª § THEY"
"214","Attachment N  - Telev codificada.docx",1119,1119,", individually contemplated , replace total partially or the conditions guaranteed here by TURNER . Without another individual , we greeted You very kindly .","TURNER","BROADCASTING LATIN SYSTEM AMERICA INC . Signature Wh ~ ~ JWª § THEY ARE Latin TIJRNER AMERICA"
